Dates,SP500,vol,Dates_rfrate,rf_rate
6/6/17,2429.33,7.24,6/29/17,1.04
6/7/17,2433.14,7.15,6/30/17,1.03
6/8/17,2433.79,7.14,7/3/17,1.06
6/9/17,2431.77,7.15,7/5/17,1.05
6/12/17,2429.39,7.15,7/6/17,1.04
6/13/17,2440.35,7.1,7/7/17,1.05
6/14/17,2437.92,7.09,7/10/17,1.04
6/15/17,2432.46,7.1,7/11/17,1.05
6/16/17,2433.15,7.1,7/12/17,1.05
6/19/17,2453.46,7.17,7/13/17,1.05
6/20/17,2437.03,7.26,7/14/17,1.04
6/21/17,2435.61,7.22,7/17/17,1.07
6/22/17,2434.5,7.2,7/18/17,1.07
6/23/17,2438.3,7.16,7/19/17,1.11
6/26/17,2439.07,7.15,7/20/17,1.15
6/27/17,2419.38,7.3,7/21/17,1.16
6/28/17,2440.69,7.38,7/24/17,1.17
6/29/17,2419.7,7.53,7/25/17,1.18
6/30/17,2423.41,7.53,7/26/17,1.13
7/3/17,2429.01,7.54,7/27/17,1.11
7/5/17,2432.54,7.54,7/28/17,1.08
7/6/17,2409.75,7.71,7/31/17,1.07
7/7/17,2425.18,7.43,8/1/17,1.08
7/10/17,2427.43,7.36,8/2/17,1.08
7/11/17,2425.53,7.36,8/3/17,1.08
7/12/17,2443.25,7.43,8/4/17,1.08
7/13/17,2447.83,7.42,8/7/17,1.02
7/14/17,2459.27,7.44,8/8/17,1.06
7/17/17,2459.14,7.44,8/9/17,1.06
7/18/17,2460.61,7.42,8/10/17,1.05
7/19/17,2473.83,7.47,8/11/17,1.03
7/20/17,2473.45,7.44,8/14/17,1.02
7/21/17,2472.54,7.32,8/15/17,1.04
7/24/17,2469.91,7.32,8/16/17,1.02
7/25/17,2477.13,7.32,8/17/17,1
7/26/17,2477.83,7.31,8/18/17,1.02
7/27/17,2475.42,6.96,8/21/17,1
7/28/17,2472.1,6.97,8/22/17,1
7/31/17,2470.3,6.96,8/23/17,1
8/1/17,2476.35,6.97,8/24/17,1.02
8/2/17,2477.57,6.96,8/25/17,1.03
8/3/17,2472.16,6.88,8/28/17,0.98
8/4/17,2476.83,6.89,8/29/17,1.03
8/7/17,2480.91,6.88,8/30/17,1.03
8/8/17,2474.92,6.88,8/31/17,1.01
8/9/17,2474.02,6.87,9/1/17,1.02
8/10/17,2438.21,7.34,9/5/17,1.03
8/11/17,2441.32,7.32,9/6/17,1.07
8/14/17,2465.84,7.5,9/7/17,1.05
8/15/17,2464.61,7.49,9/8/17,1.04
8/16/17,2468.11,7.5,9/11/17,1.05
8/17/17,2430.01,7.98,9/12/17,1.03
8/18/17,2425.55,7.95,9/13/17,1.04
8/21/17,2428.37,7.86,9/14/17,1.05
8/22/17,2452.51,7.9,9/15/17,1.05
8/23/17,2444.04,7.91,9/18/17,1.05
8/24/17,2438.97,7.91,9/19/17,1.04
8/25/17,2443.05,7.82,9/20/17,1.04
8/28/17,2444.24,7.8,9/21/17,1.04
8/29/17,2446.3,7.59,9/22/17,1.03
8/30/17,2457.59,7.56,9/25/17,1.05
8/31/17,2471.65,7.62,9/26/17,1.06
9/1/17,2476.55,7.62,9/27/17,1.07
9/5/17,2457.85,7.73,9/28/17,1.06
9/6/17,2465.54,7.74,9/29/17,1.06
9/7/17,2465.1,7.74,10/2/17,1.01
9/8/17,2461.43,7.74,10/3/17,1.07
9/11/17,2488.11,7.95,10/4/17,1.08
9/12/17,2496.48,7.94,10/5/17,1.07
9/13/17,2498.37,7.94,10/6/17,1.07
9/14/17,2495.62,7.94,10/10/17,1.08
9/15/17,2500.23,7.94,10/11/17,1.1
9/18/17,2503.87,7.93,10/12/17,1.09
9/19/17,2506.65,7.92,10/13/17,1.09
9/20/17,2508.24,7.89,10/16/17,1.1
9/21/17,2500.6,7.91,10/17/17,1.09
9/22/17,2502.22,7.21,10/18/17,1.09
9/25/17,2496.66,7.21,10/19/17,1.1
9/26/17,2496.84,7.13,10/20/17,1.11
9/27/17,2507.04,7.11,10/23/17,1.09
9/28/17,2510.06,7.11,10/24/17,1.12
9/29/17,2519.36,7.12,10/25/17,1.12
10/2/17,2529.12,7.11,10/26/17,1.11
10/3/17,2534.58,7.12,10/27/17,1.1
10/4/17,2537.74,7.11,10/30/17,1.12
10/5/17,2552.07,7.16,10/31/17,1.15
10/6/17,2549.33,7.07,11/1/17,1.18
10/9/17,2544.73,7.06,11/2/17,1.17
10/10/17,2550.64,7.06,11/3/17,1.18
10/11/17,2555.24,7.04,11/6/17,1.19
10/12/17,2550.93,7.05,11/7/17,1.22
10/13/17,2553.17,7.05,11/8/17,1.23
10/16/17,2557.64,7.05,11/9/17,1.24
10/17/17,2559.36,7.04,11/10/17,1.23
10/18/17,2561.26,7.01,11/13/17,1.24
10/19/17,2562.1,7.01,11/14/17,1.26
10/20/17,2575.21,7.03,11/15/17,1.25
10/23/17,2564.98,7.07,11/16/17,1.27
10/24/17,2569.13,6.95,11/17/17,1.29
10/25/17,2557.15,6.9,11/20/17,1.3
10/26/17,2560.4,6.89,11/21/17,1.3
10/27/17,2581.07,7.01,11/22/17,1.29
10/30/17,2572.83,7.04,11/24/17,1.29
10/31/17,2575.26,7.04,11/27/17,1.27
11/1/17,2579.36,6.88,11/28/17,1.3
11/2/17,2579.85,6.74,11/29/17,1.29
11/3/17,2587.84,6.55,11/30/17,1.27
11/6/17,2591.13,6.55,12/1/17,1.27
11/7/17,2590.64,6.55,12/4/17,1.29
11/8/17,2594.38,6.55,12/5/17,1.3
11/9/17,2584.62,6.36,12/6/17,1.3
11/10/17,2582.3,6.29,12/7/17,1.29
11/13/17,2584.84,6.29,12/8/17,1.28
11/14/17,2578.87,6.31,12/11/17,1.33
11/15/17,2564.62,6.29,12/12/17,1.34
11/16/17,2585.64,6.42,12/13/17,1.3
11/17/17,2578.85,6.41,12/14/17,1.32
11/20/17,2582.14,6.41,12/15/17,1.31
11/21/17,2599.03,6.49,12/18/17,1.38
11/22/17,2597.08,6.44,12/19/17,1.37
11/24/17,2602.42,6.45,12/20/17,1.38
11/27/17,2601.42,6.45,12/21/17,1.35
11/28/17,2627.04,6.63,12/22/17,1.33
11/29/17,2626.07,6.62,12/26/17,1.47
11/30/17,2647.58,6.74,12/27/17,1.44
12/1/17,2642.22,6.75,12/28/17,1.39
12/4/17,2639.44,6.75,12/29/17,1.39
12/5/17,2629.57,6.79,1/2/18,1.44
12/6/17,2629.27,6.78,1/3/18,1.41
12/7/17,2636.98,6.8,1/4/18,1.41
12/8/17,2651.5,6.83,1/5/18,1.39
12/11/17,2659.99,6.84,1/8/18,1.45
12/12/17,2664.11,6.83,1/9/18,1.44
12/13/17,2662.85,6.82,1/10/18,1.42
12/14/17,2652.01,6.86,1/11/18,1.43
12/15/17,2675.81,6.48,1/12/18,1.43
12/18/17,2690.16,6.52,1/16/18,1.45
12/19/17,2681.47,6.37,,
12/20/17,2679.25,6.38,,
12/21/17,2684.57,6.38,,
12/22/17,2683.34,5.71,,
12/26/17,2680.5,5.7,,
12/27/17,2682.62,5.7,,
12/28/17,2687.54,5.5,,
12/29/17,2673.61,5.55,,
1/2/18,2695.81,5.66,,
1/3/18,2713.06,5.73,,
1/4/18,2723.99,5.75,,
1/5/18,2743.15,5.83,,
1/8/18,2747.71,5.8,,
1/9/18,2751.29,5.75,,
1/10/18,2748.23,5.76,,
1/11/18,2767.56,5.65,,
1/12/18,2786.24,5.72,,
1/16/18,2776.42,5.77,,
